loci	
68	6081_106	0.62229711090892
69	6082_70	0.61932894739281
70	6677_114	0.540492468828216
71	6696_24	0.895836464949566
72	6726_66	0.365790576135556
73	6727_10	0.408751955565146
74	6803_86	0.82099002570749
75	6820_97	0.122245499102925
76	275846_57	0.111641289590154
77	6876_63	0.186874090348273
78	6895_9	0.205572663044428
79	6938_108	0.412525038139315
80	6971_39	0.0586908907544786
81	6972_10	0.0520655318656306
82	6980_76	0.00116323072878996
83	6987_50	5.34788554631321e-06
84	6845_41	0.538548423451308
85	6846_100	0.514016227544165
86	7121_133	0.375272830550484
87	7286_52	0.970310226048302
88	7593_88	0.878787765537834
89	7595_25	0.906725688399028
90	7602_140	0.804579881332095
91	7642_139	0.957571312134689
92	7643_138	0.967293770173474
93	8020_40	3.11347326885806e-06
94	8021_149	6.23899145251749e-09
95	8163_61	0.62656593966416
96	8224_120	0.890443553872863
97	8282_41	0.965257086654145
98	8287_84	0.9529047525789
99	8328_61	0.887307617053416
100	276755_118	0.000309650665119158
101	8945_76	0.649946866847993
102	8962_38	6.4733489054886e-10
103	8964_145	0.896928053099934
104	9242_73	0.317213115884837
105	9270_52	0.986380748835603
106	9693_138	0.204634974604003
107	9673_133	4.72378120799697e-12
108	9867_89	0.884663997974311
109	10038_94	0.691402540838593
110	10189_88	0.689991757091541
111	10212_129	0.984764306484898
112	10211_128	0.981514907588205
113	10243_35	0.998457756028121
114	10470_108	0.653059200646634
115	10715_110	0.466732090192448
116	10744_84	0.869168462194864
117	10827_30	0.967317250591063
118	10856_16	0.95570987727062
119	11179_80	0.0356577267333168
120	11379_146	0.869268785872681
121	11438_133	0.16513194020581
122	11439_42	0.969683770169235
123	11399_81	0.708505785390221
124	11627_12	0.902898868376564
125	11493_10	0.884682434992539
126	11492_62	0.790899681033356
127	11496_38	0.792975354769041
128	11569_5	7.10911171072752e-26
129	11628_112	0.216600518898079
130	11649_122	0.614470449073166
131	11989_121	0.940066645668675
132	12025_17	3.78520097686515e-12
133	12354_26	0.747568216326956
134	12555_68	0.206407415758756
135	12739_51	0.963341599308892
136	12765_36	0.052764683157968
137	12828_22	9.53271036839454e-05
138	12907_88	0.989798588072505
139	12979_85	0.9930619081895
140	13006_24	0.548274540625787
141	13091_69	0.330086183922438
142	13094_51	0.423278991397736
143	12936_136	0.561666567823547
144	12940_113	0.897776886624168
145	12951_120	0.63627150532539
146	13135_106	0.648551811430936
147	13139_54	0.672539534548534
148	13156_37	0.441173908721093
149	13173_118	0.94878546788015
150	13174_39	0.935349643284712
151	13184_149	0.973345065461452
152	13211_99	0.108859410396055
153	13233_69	0.561844385628497
154	13327_41	0.561727459129737
155	13379_97	0.000281550222759635
156	13470_40	0.708191047309771
157	13482_40	0.991780738999363
158	13551_52	0.358100045604106
159	13594_134	0.982798620547183
160	13597_47	0.98681252162068
161	13599_112	0.958085047517644
162	13666_108	0.093616801934408
163	13759_119	0.967586077487684
164	13792_74	0.830194380845993
165	13794_18	0.834021322960747
166	14027_116	0.995664405430474
167	14184_21	0.841038585501578
168	14186_52	0.842907018854281
169	14303_142	0.935630568579264
170	14388_140	0.899752612169316
171	14550_76	0.840066627140846
172	14709_80	0.916642778830584
173	14840_90	0.265496426327036
174	14842_98	0.249475711374906
175	14872_94	0.738501890404932
176	14882_113	0.612117650954277
177	14899_92	0.181572618391174
178	15208_5	0.973063234509862
179	15211_51	0.720399959866517
180	15223_24	0.123778922520272
181	15251_79	0.331549888035733
182	15275_18	0.948243470797192
183	15276_11	0.94550647523061
184	15407_63	0.810431946582627
185	15419_20	0.917123375119823
186	15456_77	0.00440228420281815
187	15494_24	1.29883286648589e-12
188	15616_115	0.223499526604523
189	15666_71	0.0802800620868439
190	15899_87	0.879395106329574
191	15900_107	0.875201283158397
192	15695_109	0.237475415040255
193	15790_116	0.828077777929198
194	15981_95	0.000495410628039184
195	15982_138	0.000150186847311225
196	15999_127	0.585576643291775
197	16000_143	0.547449673474257
198	16042_73	0.659467718303447
199	16162_85	0.979691544057347
200	16163_74	0.997476920572412
201	16311_22	0.0643464162725941
202	16368_86	0.174075640893338
203	16475_67	0.927217343213476
204	16497_7	1.46991068230211e-07
205	16516_92	0.905424563092582
206	16608_133	0.874228608605152
207	16666_43	0.356411170137306
208	16667_17	0.417914939761229
209	16769_54	0.974083142778281
210	16991_42	0.757891180480101
211	16993_9	0.140672237884302
212	17008_72	0.841879294877213
213	17011_26	0.842954949063865
214	17197_96	0.730510840985463
215	17186_135	0.643830091316039
216	17909_44	0.727284756722963
217	17926_100	0.0920703346114701
218	17947_19	0.510729444922206
219	17977_123	0.602620289143747
220	17980_78	0.87462134541117
221	18032_146	3.80309065038834e-43
222	18198_95	0.211722895623189
223	18199_101	0.220779397460706
224	18213_104	0.338411535052245
225	18339_135	0.875545305765828
226	18355_24	2.00167821849119e-05
227	18709_64	0.993970391187571
228	18792_21	0.000142479549015169
229	18933_86	0.490960650543054
230	18895_92	0.222656834149286
231	18896_10	0.241810375616932
232	19003_148	0.929014462774137
233	19006_129	0.0671449878420953
234	19036_78	0.864243913589072
235	19103_113	0.38265453699352
236	19244_125	0.593871651468931
237	19159_11	0.312099305592371
238	19161_115	0.478438712423956
239	19478_90	0.0780872807132686
240	19611_56	0.419749298711998
241	19614_26	1.07967364426284e-52
242	19867_11	7.33399728893868e-11
243	19898_105	0.808025894346226
244	20182_14	0.249208808010152
245	20181_15	0.267909529636896
246	20334_91	0.531177562304439
247	20259_81	0.0104946239772327
248	20317_40	0.793318466163593
249	21185_22	1.6016519798038e-11
250	21290_145	0.775468432456363
251	21306_11	0.382413605206346
252	21414_28	0.0610917770085575
253	21479_115	0.80138013918318
254	21573_4	1.34644515173623e-05
255	21615_94	0.876096940456673
256	21896_80	0.904337112854815
257	21981_138	0.989953252178456
258	22031_52	0.557398505877289
259	22046_46	0.888522232252923
260	22063_59	0.0903839329360404
261	22081_21	2.16871192104578e-10
262	22097_111	0.210952934567921
263	22130_129	0.716039036514025
264	22297_138	0.5931511597312
265	22352_14	0.848506856798061
266	22401_66	0.666759350185496
267	283602_89	0.758711978144048
268	22533_51	0.584796561272853
269	22534_12	0.594133862489934
270	22444_53	0.768919104063713
271	22748_118	2.60920821027533e-12
272	22764_110	0.21398715468405
273	22909_34	0.970038999152554
274	23269_45	0.506874826113071
275	23067_49	0.691547633300927
276	23087_11	0.474028142060881
277	23089_48	0.546913525670618
278	23127_83	0.959956069828465
279	23304_40	0.142276037064897
280	23334_6	0.843996767533808
281	23530_10	4.30367449245509e-05
282	23531_112	0.000145488733850508
283	23701_22	0.000527726430032934
284	23704_16	0.000517404226471427
285	24117_37	0.248137818087212
286	24424_25	0.0563299758378053
287	24466_110	0.491666404549655
288	24553_23	0.0117019658164176
289	24603_55	0.712797193230297
290	24612_112	0.828793497677247
291	24680_8	0.0709860850211214
292	24912_111	0.56323061379328
293	24913_148	0.560248274666842
294	25106_21	0.958223435682084
295	25219_37	0.124901815448727
296	25220_36	0.126442144535094
297	25231_13	0.0437449192160251
298	25381_141	0.457830581299628
299	25403_86	0.495456876827797
300	25308_128	0.773020789517433
301	25348_52	0.588458972556425
302	25349_56	0.426385293550512
303	25388_76	0.207844500765619
304	25324_22	0.19553155962067
305	25566_67	0.178185459502396
306	25518_129	0.936014584562601
307	25535_44	0.423937968624246
308	25548_16	0.493701744955072
309	25857_147	0.720048556998436
310	26045_92	0.151447111442168
311	26092_66	0.980847901072392
312	26180_52	0.749067503556587
313	26181_99	0.777882670598765
314	26139_67	0.722429223490633
315	26397_56	0.943970579893286
316	26410_73	0.982409086701106
317	26534_145	0.829324154935929
318	26584_126	1.92053314929173e-105
319	26585_133	2.95723579250081e-106
320	26665_84	0.895080690638963
321	26680_59	0.85865422461424
322	26752_78	0.91769160068919
323	26844_58	0.958440386008443
324	26983_103	0.771743010722114
325	27017_74	0.763658693425114
326	27046_80	0.817678201916119
327	27229_140	0.896288365125524
328	27317_16	0.85744444230668
329	27347_20	0.933741714754039
330	27348_70	0.931367871911051
331	27382_58	1.04267858101703e-11
332	27538_27	0.867457811347
333	27631_92	0.980286994928824
334	27730_120	0.523836940803662
335	27732_128	0.422728469815565
336	27739_42	0.436064839573518
337	27801_48	0.938626132648455
338	27983_28	0.0506545218644007
339	286565_56	0.900502350369983
340	28124_61	0.967565034824459
341	28356_20	0.950286730350755
342	28491_94	5.80703420760682e-12
343	28492_67	4.57786602868591e-12
344	28536_99	2.34085288651093e-08
345	28537_17	4.04500383552512e-08
346	28713_70	0.995041117128172
347	28835_112	0.99942121208796
348	28847_51	0.998036019639
349	28710_4	0.209568326070427
350	28935_12	5.79252502836703e-28
351	28943_7	8.85009644607485e-11
352	29190_145	0.631406370733294
353	29208_79	0.983852993011303
354	29212_70	0.993463211982388
355	29223_130	0.573389652017883
356	29276_13	0.0354951004327649
357	29581_25	0.951363898212378
358	29586_42	0.130523704861514
359	29791_98	0.27289693406457
360	29792_53	1.92251575600887e-09
361	29861_128	0.62256099212014
362	29988_142	0.106765231656437
363	30297_130	0.645524705048939
364	30119_107	0.762302260657288
365	287695_115	0.740845221435173
366	30142_135	5.67890541863401e-05
367	30472_80	0.923505012946027
368	30748_90	0.680708503337765
369	30741_107	0.224149362525325
370	30745_40	0.718345518404917
371	30982_107	0.437347130845101
372	31037_107	0.691310733428151
373	31036_14	0.703378059659882
374	31212_127	0.976342971706606
375	31231_82	0.748313383930941
376	31555_116	0.0580346322989034
377	31468_52	0.253377819924911
378	31590_28	0.655348419281146
379	31599_95	0.434679618801834
380	31600_31	0.0513693266496326
381	31869_54	0.833451262094642
382	32235_105	1.19068016327821e-139
383	32460_11	7.72079584090831e-17
384	32599_135	0.867828705447014
385	32659_95	0.814431295335443
386	32727_66	0.0100259447710154
387	32729_9	0.0114308790712909
388	33199_43	0.160457238507699
389	33326_123	0.684054082145472
390	33328_138	0.680046857000025
391	33358_57	0.000432472581131507
392	33398_79	0.548563183283646
393	33458_70	0.685025216058589
394	33434_93	0.0660887802138255
395	33621_88	0.3363797637714
396	33642_10	0.8022781430715
397	33635_33	0.00731310852922071
398	33667_117	0.920363526288572
399	33742_44	1.17726227421789e-06
400	33836_19	0.930604346755385
401	33911_119	0.645975350676069
402	34000_70	0.00117339332232383
403	34002_127	0.00117339332232383
404	33983_59	0.336170300623629
405	34054_25	0.849262661225223
406	34104_92	0.796638226900564
407	34106_39	0.781931466740044
408	34112_37	0.0257099615885818
409	34191_69	0.11983391608711
410	34412_70	0.303831883161069
411	34450_54	0.00321736650470421
412	34513_102	0.174213184840348
413	34549_20	0.729246150394585
414	34548_103	0.714745654890963
415	34719_44	0.544160631789584
416	34858_113	0.0177579052237918
417	34888_144	0.950725127619404
418	34906_46	0.996256548619585
419	35020_100	0.962163029034754
420	35244_141	0.334784376029923
421	35245_139	0.393036019683346
422	35441_102	0.0154016436098869
423	35443_146	0.0172378047437678
424	35444_138	0.0211017553500523
425	35612_44	0.12158572244801
426	35623_60	0.920769235830276
427	35706_79	0.9363157403124
428	35819_15	0.89849420801355
429	35904_31	0.976461195591888
430	35932_112	0.347928180714606
431	36197_21	0.00584041190703615
432	36198_130	0.035895315826476
433	36200_95	0.0158556282246491
434	36213_69	0.18409940862582
435	36215_72	0.0105959578002782
436	36406_65	0.0494839696709555
437	36410_49	0.0316289109443738
438	36583_60	0.380347382570461
439	36672_143	0.419257232990017
440	36714_108	0.520954026148795
441	36888_14	0.447944846957601
442	37010_35	0.514816181388266
443	36952_27	0.893501291450156
444	37108_95	1.44274428378928e-06
445	37411_21	0.313654344925855
446	37402_94	0.614656057976643
447	37549_99	0.226812064683233
448	37647_142	0.640158701396394
449	37763_25	0.985324533713631
450	37890_25	0.170815588195129
451	38147_25	0.86235334348778
452	38205_20	0.187246825014197
453	38242_83	0.829999035093785
454	38617_80	0.985913953495119
455	38610_140	0.00190336136174479
456	38611_126	0.00208563115099077
457	38879_125	0.993987975583523
458	38777_127	0.98682382859156
459	38837_80	0.993302591421355
460	38839_73	0.993444434612367
461	38840_96	0.997699057043337
462	38742_99	0.504503472729137
463	38991_74	0.917609075192578
464	39179_138	0.302808472768933
465	39721_74	0.679125518533381
466	39776_128	0.0207797623674352
467	39771_65	0.499426994482612
468	39915_45	1.02582399502266e-07
469	39966_92	0.726205851024343
470	40020_52	0.338225958832866
471	292975_29	7.94948082578534e-11
472	40155_111	0.269606226382419
473	40161_38	0.322580196169086
474	40534_67	0.99107075856193
475	41030_35	0.592006902031607
476	41439_68	0.977091842568063
477	41709_147	1.05362455174007e-07
478	41738_139	0.632475491993099
479	41766_90	0.61343608159834
480	41790_129	1.0148051635312e-18
481	41882_100	0.728977991606477
482	41889_47	0.96373207556995
483	41896_96	0.697217337871561
484	41907_63	0.441136128259906
485	41913_59	0.648513659906912
486	42144_111	0.798306603134215
487	42158_15	0.008424907201691
488	42159_6	0.0083947663093367
489	42266_39	0.592071604423329
490	42419_43	4.56355986661353e-09
491	42440_108	0.603012949811527
492	42526_84	0.298929870912697
493	42563_58	0.612219619689157
494	42564_24	0.908492064356934
495	42713_130	0.00290939491830743
496	42729_39	0.79168592607079
497	43106_96	0.157143417513598
498	43094_71	0.875283114808638
499	43227_26	0.0997315886089467
500	43229_11	0.179771900455123
501	43211_129	0.549612008945364
502	43349_98	0.574269458677981
503	43351_49	0.571747247357357
504	43563_38	0.943350436881054
505	43564_144	0.599894216329287
506	43920_74	0.698556577960366
507	44089_8	0.896466501579722
508	44097_18	0.702277406460217
509	44282_122	0.000128722835700138
510	44320_108	0.799956126710285
511	44420_148	0.833010131935618
512	44863_26	0.924459744506909
513	44879_8	2.89367659407863e-23
514	45151_20	0.992721340613564
515	45153_137	0.990982257884953
516	45267_10	0.116732823399108
517	45268_41	0.0938883120556332
518	45301_49	0.0683983190624838
519	45365_137	0.375435001274059
520	45451_58	0.927119672471684
521	45299_95	0.972061350882807
522	45461_9	0.952423654692188
523	45462_15	0.934507048043519
524	45864_125	0.199459270435106
525	46074_38	0.26973306285736
526	46079_61	1.76298436168092e-27
527	46173_53	0.144330932460965
528	46174_62	0.145471161036385
529	46320_123	4.87996783557434e-06
530	46322_114	4.87996783557434e-06
531	46475_69	0.217441164112214
532	46478_53	0.16986681218806
533	46524_78	0.939338460129528
534	46617_102	0.44354295729153
535	46630_120	0.989557950789466
536	46632_100	0.443854730993961
537	46653_137	0.0834068054317762
538	46654_128	0.0847418399511141
539	46852_101	2.56135677945804e-06
540	46882_15	0.432744458795455
541	46904_114	0.348993067153606
542	47047_140	0.0152209278616586
543	47183_77	0.865755820281738
544	47184_8	0.00740805575628793
545	47236_80	0.0161322869683496
546	47330_56	3.32901081262853e-12
547	47321_131	0.721516613318433
548	47355_114	1.90641476294e-51
549	47372_49	2.47690772451297e-15
550	47471_59	0.849620585427024
551	47481_52	0.394282121251149
552	47752_15	0.30000345251943
553	47881_111	0.000374650230232109
554	48189_106	0.519291279626729
555	48324_20	0.527868222005779
556	48373_98	0.852071939140151
557	48545_56	1.82587666154188e-09
558	48652_17	0.747107468121373
559	48671_98	3.52969369889556e-05
560	48931_108	0.990207645418423
561	49220_55	0.845589307089411
562	49247_115	0.144934758193058
563	49337_20	0.695291914221902
564	49664_86	0.391608726740369
565	49684_84	0.0620904414066655
566	49685_68	0.0662030042673104
567	49686_82	0.0523630339565973
568	49687_38	0.0523630339565973
569	49727_88	0.14253073746807
570	49818_97	0.00153970389015551
571	49858_72	3.31876081956443e-06
572	50020_28	0.765781232310498
573	50021_122	0.764671157521256
574	50471_5	0.131614109895619
575	50464_116	0.92011990395116
576	50663_20	0.99979525426541
577	50501_93	0.773070291127689
578	50515_82	0.714234224729315
579	50969_55	0.546422013362251
580	50991_139	0.0811758750953455
581	51017_117	0.591683719993091
582	51034_6	0.568923046448111
583	51035_139	0.63562718204753
584	51109_23	3.81914691213428e-09
585	51120_6	0.0373053029589678
586	51216_65	0.630940260463533
587	51298_21	0.811950650453026
588	52244_93	0.578878882628704
589	52245_56	0.885918536915076
590	52330_116	0.994256697588894
591	52338_86	0.676865920805562
592	52353_63	0.972877265424517
593	52362_10	0.479177160478418
594	52514_45	0.731900293419593
595	52517_6	0.684619198354875
596	52505_45	0.284834901083689
597	52744_55	0.570220741982009
598	52929_40	0.914430385417612
599	52959_64	0.0145928223671954
600	53130_42	0.968594960194673
601	53439_9	0.0980514384831176
602	54064_107	0.0582381719665757
603	54044_81	0.00878141476091358
604	54186_148	0.705373780151109
605	54194_84	0.0629347413187025
606	54239_39	0.900886275047354
607	54311_60	0.795661741422099
608	54313_91	0.83388478116713
609	54351_55	0.00832471288603064
610	54365_124	2.05292186913784e-05
611	54367_67	2.93247295249762e-05
612	54429_71	0.0981210844433401
613	54691_119	0.596639644179908
614	54735_14	0.0779204092604341
615	55168_84	0.998454054658718
616	55401_38	0.905064614681148
617	55403_92	0.902785887510561
618	55405_22	0.884375740994064
619	55407_7	0.875744746657682
620	55618_29	0.944449151527058
621	55790_89	9.59347596652366e-06
622	55826_65	0.457983038330509
623	56007_4	0.0482943136348692
624	56071_18	3.47280039631502e-15
625	56236_25	0.698517279727993
626	56559_90	0.0255281704994454
627	56560_128	0.0275907531344605
628	57114_65	1.83855979112638e-21
629	57186_115	0.28732143586969
630	57069_19	0.35809138069672
631	57091_38	0.600137269053434
632	57333_95	1.45114610564453e-84
633	57359_124	0.985531009693805
634	57360_139	0.976705247188797
635	57548_64	0.217844551370162
636	57413_26	0.122975741109948
637	57414_20	0.123411203866217
638	57438_12	0.051804806941244
639	57872_146	0.000224853586459667
640	57959_149	1.48158329595712e-11
641	57961_38	0.535631979537015
642	58047_130	0.858530008968009
643	58322_111	0.952870634083419
644	58300_80	0.108611389437566
645	58301_64	0.103790127327727
646	58376_14	0.762472036506416
647	58377_79	0.750645656971601
648	58391_83	0.0211001159079008
649	58393_140	0.0181350962700474
650	58561_57	0.286364063689717
651	58929_140	0.996608714965624
652	59039_14	0.543744257539115
653	59085_83	0.322958690684487
654	59122_126	0.620290367487567
655	59466_6	0.0176345458309915
656	59700_147	0.808702185597436
657	59701_132	0.805400465021335
658	59811_21	0.460378998618215
659	59819_63	0.926986963014212
660	59833_29	0.929206268471651
661	59855_113	0.619373407281008
662	59858_65	4.30204628731264e-07
663	59863_52	0.975197984031646
664	59864_45	9.18618502500874e-43
665	59870_115	0.772576597400488
666	60246_46	0.877909545846259
667	60248_80	0.890579027948785
668	60299_22	0.46491633977116
669	60524_70	0.0080581135158812
670	60582_135	0.513993958491968
671	60671_56	0.896138970963019
672	60704_105	0.00066219971342786
673	61114_71	0.651149864288372
674	61115_34	0.648557002846622
675	61124_112	2.95315809705692e-40
676	61187_40	7.37560935936781e-05
677	61158_14	0.000651991949131596
678	61298_148	6.63542646674123e-06
679	61376_92	0.110742257515745
680	61393_140	0.148011736532777
681	61455_7	0.990547661364759
682	61456_86	0.993109115331404
683	61612_36	0.99506184907518
684	61626_31	0.379871529000489
685	61634_47	0.946421685298198
686	61971_32	0.00913305906953752
687	62092_127	0.742147194371539
688	62384_4	0.955370976236686
689	62490_130	0.283769459253646
690	62665_39	0.932500181781606
691	62743_13	1.05700753822268e-08
692	62877_49	0.880727389627576
693	63228_134	0.743726503256899
694	63427_77	0.00413339791935522
695	63472_113	0.00988762256548668
696	63530_122	0.227050147375444
697	63531_14	0.399664854506481
698	63621_32	0.834209435788984
699	63622_144	0.810937438273471
700	63784_14	0.950321594711755
701	64024_40	0.973125662698897
702	64026_23	0.977247280686325
703	64245_18	0.868374303534257
704	64357_8	0.683848403513575
705	64733_122	0.0201533890501172
706	64878_134	0.850282975799338
707	64895_122	1.87326486962545e-11
708	64896_138	1.87326486962545e-11
709	65106_140	0.113306825268559
710	65196_77	0.305033825238134
711	65216_125	0.00140058698085555
712	65231_15	0.04436778140639
713	65233_40	0.0438083225062868
714	65259_56	0.921202748852202
715	65468_33	0.53346502690303
716	65637_55	0.931093017477841
717	65866_89	0.986435946469702
718	65881_91	0.0350178620328947
719	65855_126	0.00163170757201531
720	66063_94	3.58587740501741e-05
721	66133_49	0.00323163698989983
722	66305_72	0.786956043128185
723	66330_6	0.946244751501831
724	66331_133	0.943567121264395
725	66365_23	0.13613146300156
726	66366_119	0.539117842178728
727	66544_75	0.264467828282585
728	66871_115	0.76613787338045
729	66887_53	1.09408724010983e-05
730	66888_48	0.818465440562673
731	66889_18	5.51741778747286e-06
732	66890_31	2.78277726876483e-07
733	67121_125	0.982412768022696
734	67139_37	0.0129603459937669
735	67244_61	0.000742800087469386
736	67443_96	0.451767729746024
737	67556_132	0.739358998380034
738	67706_13	0.523068042077193
739	67770_73	0.836774825180736
740	67919_11	0.104317970728069
741	68023_34	0.92356286031648
742	68273_20	0.38011300271789
743	68447_55	0.261330813768401
744	68505_117	0.352548702763351
745	68602_51	0.374934838905641
746	68622_64	0.00255525511787763
747	68630_116	0.00608236071010693
748	68800_129	5.89646661502608e-05
749	68902_74	8.14360451248464e-249
750	68923_98	0.361729203630171
751	68924_16	0.323058352804657
752	69046_142	0.0305512810746126
753	69158_136	0.5
754	69529_92	0.277520960907997
755	69530_125	0.234934162146449
756	69469_132	0.19483498446952
757	69477_44	0.218938271429847
758	69743_87	0.510988029834825
759	69790_18	0.965081304225168
760	69809_120	0.937467375057788
761	69810_51	4.37869205397278e-07
762	308146_78	0.852892289788075
763	70013_8	0.305029560895992
764	70055_39	0.748808064998963
765	70056_117	0.891561527230637
766	70084_87	7.0759238806113e-06
767	70210_143	0.928897200737818
768	70211_138	0.929536302224138
769	70232_83	0.941183454801798
770	70551_102	0.980985412334269
771	70555_96	0.954154535131711
772	70554_41	0.988022499151924
773	70872_15	0.734417087265273
774	70991_19	0.117885653823989
775	70992_86	0.94661249783356
776	71038_17	0.85051518600864
777	71041_70	0.917633982767196
778	71443_52	0.812221310273949
779	71405_37	0.370794034719933
780	71448_28	0.713839405588669
781	71560_104	0.726462158585097
782	71899_104	0.0240908411798542
783	72087_32	0.883011489427064
784	72113_51	0.887237287542387
785	72166_55	0.862425642512491
786	72382_91	0.644870939852671
787	72928_113	0.700119558594703
788	72935_104	0.788457925732842
789	72936_24	0.77811939446909
790	72960_71	0.0657000925519391
791	73067_44	0.858648338995252
792	73109_110	0.391426160258085
793	73364_26	0.176552108262005
794	73423_35	0.809579446800528
795	73684_62	6.32802186132311e-232
796	73692_6	0.0921207649793971
797	73744_42	0.289771151722799
798	73839_73	0.164413608198225
799	73940_107	0.988535867660555
800	74449_131	0.817083298117757
801	74454_137	0.913685974705089
802	74565_68	0.480486641071708
803	74672_9	0.0701011174528442
804	74788_5	0.622540591229349
805	74794_18	0.569114444678874
806	74771_82	0.870338331092151
807	74772_11	0.802749487487267
808	74773_9	0.71273909074896
809	74934_15	0.211919653249154
810	75058_85	0.204569294292409
811	75279_65	0.191501269186677
812	75241_22	0.98545645053217
813	75369_8	0.395740901330819
814	75471_32	2.18362868462367e-11
815	75474_18	3.07618107523785e-15
816	75518_146	0.495375197169317
817	75586_57	0.399209565309809
818	75657_33	0.80525918313867
819	75659_97	0.822315510291721
820	75679_42	NA
821	75680_127	NA
822	75685_9	NA
823	75687_4	0.847496702801536
824	75739_33	0.2079440376693
825	75744_52	0.31354926058954
826	75747_74	0.608044523901135
827	75816_100	0.144625657105959
828	75859_26	0.0307744092911973
829	75978_16	0.00227851605339449
830	75985_104	0.36446486730848
831	75811_137	0.522975854086927
832	76003_67	0.752647553693581
833	76407_89	0.134876571528463
834	76604_80	NA
835	76828_127	0.310968877364449
836	77097_131	0.879979173961397
837	77099_142	0.881633778559987
838	77587_61	0.857454905013055
839	77721_98	1.20684627266699e-08
840	77728_36	0.947484879133884
841	77830_15	1.07619403739543e-42
842	78003_80	0.821452698097371
843	78130_135	0.996483198229803
844	78170_28	0.641620273739582
845	78453_62	0.874465351998941
846	78471_132	0.435946250187073
847	78601_21	0.628699252748135
848	78881_80	0.574626055563086
849	78939_146	0.311903493400762
850	78974_76	1.05746305201726e-13
851	79266_80	0.674007508761548
852	79321_131	0.740155895609358
853	79661_76	0.615123548485893
854	79687_100	5.83228379463813e-12
855	79689_15	3.3530109849135e-13
856	80077_24	0.128327300787784
857	80170_37	0.38102160064337
858	80253_122	0.764790017902681
859	80254_12	0.622400671871527
860	80296_109	0.694111428146606
861	80394_99	0.922646703353269
862	80478_20	0.562745354410891
863	80812_8	0.0220195789603127
864	80946_80	0.768462090822168
865	81101_45	0.762545341502612
866	81120_75	0.730749875863903
867	81121_107	0.889607074951648
868	80990_81	0.887567657504248
869	81300_113	0.0658718807342427
870	81500_61	0.792574893663136
871	82084_49	0.840709897829552
872	314486_128	0.788124578408572
873	82281_74	0.957934590069636
874	82282_122	0.956897584359338
875	82338_109	0.970277862145834
876	82450_59	0.640636626950503
877	82710_22	2.0649071762388e-17
878	82712_76	0.437849343093097
879	82743_144	0.424736279702118
880	82885_140	0.000573893060198437
881	82900_45	0.362568561004326
882	83213_84	0.923892683857697
883	83313_70	0.591803125501604
884	83298_65	0.845444421038075
885	83331_58	0.815526591564989
886	83388_70	0.877349969583063
887	83412_13	0.69487723369622
888	83413_67	0.704289624223531
889	83422_46	0.20991339459757
890	83606_106	0.425781684332481
891	83636_7	5.64160552595133e-08
892	83668_56	0.163363726820215
893	83746_65	0.854369471062041
894	83751_26	0.934380637257648
895	83807_104	0.797140141485357
896	83870_38	0.418734015246255
897	83891_47	0.565955067506505
898	83984_84	0.975814769407142
899	84477_116	9.73755431080162e-07
900	84575_99	4.65147216885289e-27
901	84643_82	0.582893639600934
902	84677_129	0.445278363481437
903	84678_18	0.491770347744892
904	84886_38	2.09188086264363e-09
905	84859_131	0.312210602495116
906	84900_46	0.97367268785493
